text,aspect,label
My wireless system would not recognize Windows 7 and I couldn't get online to find out why.,Windows 7,neutral
"I am overall very pleased with my toshiba satellite, I like the extra features, I love the windows 7 home premium.",extra features,positive
It also came with a built it web cam which is great because I can see an communicate with my family members back home.,built it web cam,positive
The ease of set up was terrific.,set up,positive
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",spinning wheel,negative
The first programm I switched on was a game for my children.,programm,neutral
For the [$] price (special offer) this is a great laptop.,price,positive
We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed.,performace,positive
It has a lot of memory and a great battery life.,memory,positive
Keyboard is reasonable size.,size,positive
The sheer power and flexibility makes the MacBook Pro a must have for any techie!,flexibility,positive
Drivers updated ok but the BIOS update froze the system up and the computer shut down.,Drivers,positive
He has replaced his hard drive twice and (of course) has had to pay for antivirus software every year.,hard drive,negative
And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,surf the web,positive
"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",mouse pad,positive
"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",word editing,neutral
"  Now, as easy as it is to use, and I do think it is a great STARTER laptop.",use,positive
"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;",portability,positive
"Love the graphics, awesome programs (including Garageband), and really cool default background.",graphics,positive
I thought the price was great for the specs.,price,positive
"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",Vista,neutral
"My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.",power supply cord,negative
It has just enough RAM to run smoothly and enough memory to satisfy my needs.,memory,positive
"Being a PC user my whole life, it's taking a bit of time to adapt to the OS of a Mac but I'm finding my way around.",OS,neutral
The paint wears off easily due to the keyboard being farther back than usual.,keyboard,negative
I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV.,Intel Core processors,neutral
This is not a serious gaming laptop or a serious media machine;,gaming,negative
I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,programs,positive
When I finally had everything running with all my software installed I plugged in my droid to recharge and the system crashed.,system,negative
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Dreamweaver,neutral
"Not only are the versions of these programs able to be saved, worked on and opened on both a PC and Mac, the versions of these programs on a Mac are graphically and functionally superior.",programs,positive
Had some trouble finding a case that it would fit in.,case,negative
  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,connector,negative
"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.",accessories,negative
My wireless system would not recognize Windows 7 and I couldn't get online to find out why.,wireless system,negative
Skype is just so dang cool with this machine too.,Skype,positive
  This time the mouse pad and right click key wouldn't work!,mouse pad,negative
It's also fairly easy to use the Operating System.,Operating System,positive
I need graphic power to run my Adobe Creative apps efficiently.,Adobe Creative apps,neutral
You won't have to spend gobs of money on some inefficient virus program that needs to be updated every month and that constantly drains your wallet.,virus program,negative
"  Also, I have had alot of trouble with the keys sticking and will not type correctly.",keys,negative
"With what I do know how to do, the computer works beautiful.",works,positive
"cosmetically, the only thing they changed was 2 of the Function keys at the top.",Function keys,neutral
"Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING.",3G network,negative
BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,Boot Camp,neutral
"Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.",style,positive
The computer was shipped to their repair depot  on june 24 and returned on July 2 seems like a short turn around time except the computer was not repaired when it was returned.,repair depot,neutral
this apple navigates you thru the unexplored world of the internet.,internet,neutral
For some odd reasons the computer doesn't reconize the operation system.,operation system,negative
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",shipping,positive
"After purchasing this thing, I find out that I need a special interface device to connect my camera, and that it cannot be purchased at the store - only on line.",interface device,negative
The sheer power and flexibility makes the MacBook Pro a must have for any techie!,power,positive
This computer was so challenging to carry and handle.,handle,negative
I purchased a Toshiba Satellite M60 (with harman/kardon speakers!) in December of 2005.,speakers,positive
"Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.",programs,neutral
"It started out by randomly ceasing to charge when it was plugged in (mousing over the battery icon would read, for example, ""74%, plugged in, not charging""), requiring me to unplug it and plug it back in several times to get it to charge.",charge,negative
"Everything about the Mac is not only visually appealing, but very easy to use.",use,positive
I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,touchpad,negative
Keyboard is great but primary and secondary control buttons could be more durable.,control buttons,negative
I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,mouse pointer,negative
Tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again.,Tech support,positive
"Its fast, has High definition quality in the videos.",High definition quality,positive
i also love having the extra calculator number set up on the keyboard which most laptops do not have.,keyboard,positive
"Once open, the leading edge is razor sharp.",leading edge,negative
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",multi-touch mouse,positive
the laptop preformed pretty well.,preformed,positive
Only thing I would want to add to this is an internal bluray read/write drive.,bluray read/write drive,negative
"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",memory,positive
"Would like more trendy, high tech features.",features,negative
"I am most impressed with the programming, including the iPhoto.",iPhoto,positive
"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).",operating system,neutral
There is a backlit keyboard which is perfect for typing in the dark.,backlit keyboard,positive
It just works flawlessly!,works,positive
The large screen also helps when you are working in design based programs like Adobe Creative Suite.,screen,positive
and the multiple page viewer ( allows you to press one button to see every separate page currently opened at the same time in one screen) are great for those who are working non stop or just shopping online.,multiple page viewer,positive
"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",performance,positive
"Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.",graphics chip,positive
"(Beware, their staff could send you back making you feel that only they know what a computer is.",staff,negative
"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.",appearance,positive
It is very well built.,built,positive
I was said it's videocard.,videocard,negative
"I wouldn't play a first-person shooter with this, mind, but if you wanted to run MS Office, email, chat, download a video, listen to music from a certain fruit-named music store, and were looking for a highly portable yet powerful netbook to do that all in, I'd highly recommend checking this out.",MS Office,neutral
I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.,company,negative
I find myself using the 10-key more than I thought I would.,10-key,positive
"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.",graphics,neutral
This is a nicely sized laptop with lots of processing power and long battery life.,processing power,positive
Keys stick periodically and I havent had the laptop for 45 days yet.,Keys,negative
Which is great I am running Vista Business and scored a 5.X on the index I have never seen a windows machine have a total score in the 5's.,Vista Business,positive
"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",Visa,neutral
The programs that come standard with the Leopard running system are enough for the average person to run all the basics.,programs,positive
"So, I paid a visit to LG notebook service center at Alexandra Road, hoping they can make the hinge tighter.",hinge,negative
"The touchpad is very intuitive, so much so that I never want to use buttons to click again!",touchpad,positive
But guess what?  (you have to buy an external dvd drive it doesn't have a built in type) The notebook can't be used because it doesn't read anything for an external drive.,external drive,negative
Comfterbale to use light easy to transport.,transport,positive
"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.",software,negative
"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",word processor,negative
although its windows vista compared to windows xp sucks.,windows vista,negative
Was searching online for a power supply when I found this site.,power supply,neutral
I also did not like the loud noises it made or how the bottom of the computer would get really hot.,noises,negative
"If your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer.",drivers,negative
The only objection I have is that after you buy it the windows 7 system is a starter and charges for the upgrade.,windows 7 system,negative
Dell's customer disservice is an insult to it's customers who pay good money for shoddy products.,Dell's customer disservice,negative
super fast processor and really nice graphics card..,graphics card,positive
"The display on this computer is the best I've seen in a very long time, the battery life is very long and very convienent.",display,positive
the mouse pad and buttons are the worst i've ever seen.,buttons,negative
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",shipping,positive
"After 2 months of complaints, Asus finally sent the right power supply to my techies.",power supply,neutral
"More times that not the screen pops up saying I have a bad internet connection, or the page can't be displayed.",internet connection,negative
"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",Win7,neutral
It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,navigation,positive
"Features such as the Dashboard (allows you to view frequently used tools like a calculator, weather forecast, movie times, calendar, computer post its etc.",Features,neutral
We researched and found the best price at MacConnection.,price,positive
"AND the best part is that it even comes with a free printer (when they have a certain promotion/offer going, of course)!",printer,positive
"I even got my teenage son one, because of the features that it offers, like, iChat, Photobooth, garage band and more!",features,positive
"My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.",Applecare warranty plan,positive
"I used to build my own desktops from the component parts, and recently my 7 year old Pentium 4 with HT 1 GB ram SATA desktop stopped working (this was a rock star 7 years ago).",1 GB ram,neutral
"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",screen size,negative
"If you don't feel comfortable doing it yourself, just buy the case and be happy, plus it looks nice, I bought the white one from Best Buy.",case,positive
"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",boot up,neutral
After about a week I finally got it back and was told that the motherboard had failed and so they installed a new motherboard.,motherboard,negative
"All the programs are easy and straight forward on my MacBook Pro, it is clean and organized, which I always strive to be myself.",programs,positive
"It has far exceeded my expectations for power, storage, and abilitiy.",abilitiy,positive
"The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to, but overall it's worth it!",Apple keyboard,neutral
Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,speed,positive
"The battery life, before the battery completely died of course, left much to be desired.",battery life,negative
Great laptop that offers many great features!,features,positive
"Info: Windows failed to load because the kernal is missing, or corrupt.",Windows,negative
  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,power supply,negative
"The fact that the screen reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or don't want to bother them with bright lighting, it is very convenient to have a darker, softer lit screen.",screen,positive
I would tell the technician I knew exactly what was wrong with it but they did not listen and I had to go through a bunch of junk to get them to tell me I needed to send the computer in.,technician,negative
"Oh yea, has no numeric pad on the side.",numeric pad,negative
"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",surfing,neutral
Returned laptop for a 3rd repair and it came back with previous problems fixed (except for speaker grill) but the unit started locking up during use and eventually would not operate at all.,speaker grill,negative
"the touch pad is fine - again, it's a real touch pad.",touch pad,positive
"After having two PC laptops die with in the past 3 years, I was led to the Apple display at Best Buy by the sleek design and promise of less tech issues.",design,positive
This is the complete opposite to an ergonomic design.,design,negative
"Great battery, speed, display.",battery,positive
The store honored their warrenty and made the comment that they don't even recommend the HP brand because of the problems with their warrentys.,warrentys,negative
"Not only are the versions of these programs able to be saved, worked on and opened on both a PC and Mac, the versions of these programs on a Mac are graphically and functionally superior.",programs,positive
I dual boot with Linux and that other security-prone OS and it performs flawlessly.,security-prone OS,neutral
"But, buy this model and just purchase 4GB of RAM (2x2GB for $92 or 1x4GB for $99), and save yourself $100 than the other model with 8GB of RAM.",4GB of RAM,neutral
"It is short on space, and downloads always had problems being completed, or were said to be 'corrupted'.",space,negative
"For the Bluetooth to work properly, you must install the Launch Manager on the Drivers/Applications DVD, or it will not show after the reload.",Launch Manager,neutral
"Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.",speed,positive
It is so much easier to use,use,positive
Love the stability of the Mac software and operating system.,stability,positive
Features like the font are very block-like and old school.,Features,negative
"I love the easy to see screen, and It works well for work, persoal or just play.",works,positive
"It's not a wear-and-tear issue, not due to user carelessness and most importantly, they CAN'T guarantee the problem will be solved if it is sent for service and I have to accept the outcome.",service,negative
I dislike the quality and the placement of the speakers.,speakers,negative
"Great Laptop for the price, works well with action pack games.",price,positive
"Even so, I like playing online games, so it was wonderful that there is a feature where I can dualboot Windows.",Windows,positive
also it comes with very useful applications like iphoto that it is the best photo application i have ever had,iphoto,positive
"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",program,positive
"Sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines run like none other on the planet, and when I factor in all the money in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs, it probably comes out about even anyhow.",expense,negative
"It has many great programs, such as ILife, iPhotos and others.",iPhotos,positive
"Anyway, in early July of this year, the DVD burner stopped working, and the computer stared having issues with power supply.",DVD burner,negative
Comfterbale to use light easy to transport.,use,positive
After that I turned to email in my next vain help to get them to acknowledge that the warranty was still valid.,warranty,neutral
"Long story, but after many calls to various  offices, I was told that no one can override the depot and that managers  don't take phone calls or e/mails.",depot,neutral
HP said it was out of warranty.,warranty,neutral
"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",use,positive
"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.",use,neutral
the screen brightness automatically adjusts.,screen brightness,neutral
Every driver on the drivers/applications DVD is everything you will need for a reload.,driver,positive
It is so nice not to worry about that and the extra expense that comes along with the necessary virus protection on PC's.,virus protection,positive
It was super easy to set up and Is really easy to get used to.,set up,positive
Clear picture on it and everything.,picture,positive
Once I removed all the software the laptop loads in 15-20 seconds.,loads,neutral
"Have not yet needed any customer support with this yet so to me that is a great thing, which is leaps and bounds ahead of PC in my opinion.",customer support,positive
I had always used PCs and been constantly frustrated by the crashing and the poorly designed operating systems that were never very intuitive.,operating systems,negative
Supplied software: The software that comes with this machine is greatly welcomed compared to what Windows comes with.,Windows,negative
This is a great little computer for the price.,price,positive
"It was slow, locked up, and also had hardware replaced after only 2 months!",hardware,negative
"Love the graphics, awesome programs (including Garageband), and really cool default background.",programs,positive
"Browsing, also, was no problem for me when I used itunes ( which usually slows down my PC ).",itunes,positive
  even though I had the receipt in front of me proving it still had 2 months left on the warranty.,warranty,negative
The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.,OS,positive
There are so many wonderful features and benefits to the new MacBook!,features,positive
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Photoshop,neutral
Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.,Hard disk,neutral
The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,computing,negative
The one thing I wish it had was a detailed hardcopy manuel.,hardcopy manuel,negative
"Did I mention everything about it, from size to weight to keyboard screams BULK?",keyboard,negative
The real stand out on this computer is the feel of the keyboard and it's speed.,keyboard,positive
"The quality, engineering design and warranty are superior--covers damage from dropping the laptop.",quality,positive
"The Macbook starts fast, doesn't crash, has a fantastic display, is small and light (I have the 13.3"" model), and isn't always complaining about updates, lost connections, errors, blue screens, etc.",starts,positive
Good monitor and performed well.,monitor,positive
That system is fixed.,system,neutral
"iTunes is a handy music-management program, and it is essential for anyone with an iPod.",iTunes,positive
The only problems are the sound isnt very loud I have to wear headphones.,sound,negative
I also did not like the loud noises it made or how the bottom of the computer would get really hot.,bottom of the computer,negative
When it come time for warranty service to Toshiba you don't matter.,warranty service to Toshiba,neutral
"Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.",battery life,positive
Keyboard is reasonable size.,Keyboard,positive
"the mouse on the pad, the left button always sticks.",left button,negative
I am enjoying it and the quality it provides is great!,quality,positive
"Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.",applications,positive
I can have both OSX and Windows XP running at the same time!,Windows XP,positive
"I even got my teenage son one, because of the features that it offers, like, iChat, Photobooth, garage band and more!",Photobooth,positive
The processor is very quick and effective as I load webpages and applications.,processor,positive
) I also tried the touch pad and compared it to other netbooks in the store.,touch pad,neutral
This laptop is a great price and has a sleek look.,price,positive
"I think the manual is somewhere on the hard drive, but I rather have a hard copy.",hard drive,neutral
"It even has a great webcam, and Skype works very well.",webcam,positive
My battery went bad about a year and a half after having it and it cost around eighty to a hundred dollars!,battery,negative
If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.,ports,neutral
I reinstalled windows through the recovery discs and everything seemed good again.,windows,positive
I love WIndows 7 which is a vast improvment over Vista.,Vista,negative
"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.",software,positive
Right size and weight for portability.,portability,positive
can't reinstall with standard os cd because of proprietary hardware drivers.,proprietary hardware drivers,negative
"PC users work in Word, while Mac users work in Pages.",Pages,neutral
The price and features more than met my needs.,price,positive
"Keyboard is great, very quiet for all the typing that I do.",Keyboard,positive
"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",web browsing,neutral
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",movie-making,neutral
"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",iWork,positive
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Final Cut Pro 7,neutral
"In November my computer messed up entirely and wouldn't power on after intalling a Windows update, I had to have my HD flashed and lost EVERYTHING on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.",HD,negative
"We love the size of the screen, although it is still lightweight and very easy to tote around.",size of the screen,positive
"A great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of file folders for a document.",feature,positive
"  Then I've fixed the DC jack (inside the unit), rewired the DC jack to the OUTside of the laptop, replaced the power brick.",DC jack,neutral
"I know that everyone thinks Macs are overpriced and overrated, but once you get past the initial expense you'll find that they're worth every penny (besides, there's always the financing plan that Best Buy offers).",expense,negative
My problem was with DELL Customer Service.,DELL Customer Service,negative
"Windows 7 Starter is terrific (no you can't change the background) but I don't need to, I use it just for school work.",Windows 7 Starter,positive
"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",fingerprint reader driver,negative
A great computer for light home use and business use.,business use,positive
It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.,system memory,negative
Boots up fast and runs great!,Boots up,positive
-I propose that I can just swap the hard drives.,hard drives,neutral
"Can't close the 2nd HDD bay since there are brackets you have to break off (even then, it still doesn't shut) That could be a major flaw for the dual HDD user.",HDD bay,negative
"Bigger HD, better graphics card, and a bid HD.",graphics card,positive
"The tech guy then said the service center does not do 1-to-1 exchange and I have to direct my concern to the ""sales"" team, which is the retail shop which I bought my netbook from.","""sales"" team",negative
Speakers too small to be of any real use.,Speakers,negative
"The screen is a little glary, and I hated the clicking buttons, but I got used to them.",screen,negative
"it is of high quality, has a killer GUI, is extremely stable, is highly expandable, is bundled with lots of very good applications, is easy to use, and is absolutely gorgeous.",quality,positive
GET THIS COMPUTER FOR PORTABILITY AND FAST PROCESSING!!!,PROCESSING,positive
Ease of use is just one of the benefits I love about my Mac.,use,positive
"For the Bluetooth to work properly, you must install the Launch Manager on the Drivers/Applications DVD, or it will not show after the reload.",Bluetooth,neutral
The screen is very large and crystal clear with amazing colors and resolution.,colors,positive
"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.",MS Office,positive
"Reason why? It's because when you buy it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.",value,positive
The start menu is not the easiest thing to navigate due to the stacking.,navigate,negative
The processor is very quick and effective as I load webpages and applications.,applications,neutral
The programs that come standard with the Leopard running system are enough for the average person to run all the basics.,Leopard running system,neutral
"  I sent it back and found this time that the battery was faulty, so I got a new one and some other fixes they found.",battery,negative
So having the AC plug go out on me and get lose or I could actually here it inside my computer on two of the three times is not good.,AC plug,negative
System is loosing about 20% of performance because of that.,performance,negative
Runs fast and the regular layout keyboard is so much better.,Runs,positive
It has easy to use features and all the speed and power I could ask for.,features,positive
2.The wireless card is low quality.,wireless card,negative
"  It is easy to use, fast and has great graphics for the money.",use,positive
This was the 3rd day and part still had not been shipped.,shipped,negative
"Startup in about 30 seconds, shutdown in 2-4 seconds, resume from sleep in 0-2 seconds.",resume from sleep,neutral
"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",system,negative
The video chat is the only thing that is iffy about it but im sure once they unpdate the next version on the macbook book the quality of it will be better.,video chat,negative
Good monitor and performed well.,performed,positive
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",price,positive
"One more tip, please purchase this model and get a 4GB stick of RAM to save you $10",4GB stick of RAM,positive
the i3 processor doesn't seem to run hot and the fan rarely turns on.,i3 processor,positive
"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.",OSX 16,positive
"I'm still within the one year warranty but the repair ""depot""  has deemed that this time it was caused by physical abuse and is not  covered.",warranty,negative
Because he said that the hinge is under the motherboard and they have to dismantle the whole thing before it can be tightened.,hinge,negative
The technical service for dell is so 3rd world it might as well not even bother.,technical service for dell,negative
"The difference is it's a whole lot of fun using the laptop now, still learning the Apple navigation, but is fun and comes with a lot of cool apps.",Apple navigation,neutral
Can listen to my music and watch my videos with ease and with a great display.,display,positive
The screen is very large and crystal clear with amazing colors and resolution.,screen,positive
"The ""abuse"" is that I pushed the power plug in too hard.",power plug,negative
I take it everywhere with me because it's so easy to carry.,carry,positive
"In November my computer messed up entirely and wouldn't power on after intalling a Windows update, I had to have my HD flashed and lost EVERYTHING on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.",Windows update,neutral
The shop will definitely push the problem to the service center.,service center,neutral
The fact that you can spend over $100 on just a webcam underscores the value of this machine.,webcam,neutral
"However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).",external mouse,neutral
"-When battery life went to 4 hours or less, took it to the MacHouse Amsterdam for repair (26th of August).",battery life,negative
"After talking it over with the very knowledgeable sales associate, I chose the MacBook Pro over the white MacBook.",sales associate,positive
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Keynote,neutral
"It was a great laptop, ran great and was really fast.",ran,positive
The keyboard is slick and quiet and not bulky like some other laptops I have had in the past.,keyboard,positive
We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed.,speed,positive
Getting the Apple Care plan is a must.,Apple Care plan,positive
"Did I mention everything about it, from size to weight to keyboard screams BULK?",weight,negative
It is light and the battery last a very long time.,battery,positive
The keyboard is like no other laptop keyboard.,keyboard,neutral
Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,network connection,negative
DO NOT BUY GATEWAY COMPUTERS THEY ARE JUNK AND THE WARRANTY COMPANY IS HORRIBLE.,WARRANTY COMPANY,negative
You can't even get a satellite card which is why I bought to begin with.,satellite card,negative
"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",use,positive
Now I have the best of both worlds with all of the power and ease of the Mac!,power,positive
It is extremely portable and easily connects to WIFI at the library and elsewhere.,connects to WIFI,positive
"Crisp screen, great battery life, and plenty of storage.",screen,positive
It runs perfectly.,runs,positive
  Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it.,extended warrenty,negative
"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",speed,negative
"If internet connectivity is important I would recommend going with a dell net book for 50 bucks more, or buy a USB wireless card.",internet connectivity,neutral
It discharges too quickly.,discharges,negative
"It is easy to use, has great screen quality, and every so light weight.",screen quality,positive
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",Microsoft Office,neutral
The computer will constantly be getting hot and burning your leg unless you go through the hassle of taking off the entire back of it just to clean out the fan.,fan,negative
"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.",budget,positive
"I never had this kind of quality issue with Dell (not to say Dell is that great), not with a brand new laptop.",quality,negative
  Sometimes the screen even goes black on this computer.,screen,negative
It's so nice to look at and the keys are easy to type with.,look,positive
I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,VMWare program,neutral
The speed is incredible and I am more than satisfied.,speed,positive
super fast processor and really nice graphics card..,processor,positive
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",programs,neutral
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Safari,neutral
Drivers updated ok but the BIOS update froze the system up and the computer shut down.,BIOS update,negative
With the macbook pro it comes with freesecuritysoftware to protect it from viruses and other intrusive things from downloads and internet surfing or emails.,securitysoftware,positive
"Yeah, of course smarty pants ""fix it now"")Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple (which I promptly did).",inbuilt applications,negative
Has a 5-6 hour battery life.,battery life,neutral
  Later it held zero charge and its replacement worked for less than three months.,charge,negative
The graphics were awful and the warranty isn't even worth the cheap payment on the computer.,warranty,negative
"it is of high quality, has a killer GUI, is extremely stable, is highly expandable, is bundled with lots of very good applications, is easy to use, and is absolutely gorgeous.",applications,positive
"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",functioning,neutral
"Plain and simple, it(laptop) runs great and loads fast.",runs,positive
"Maybe this is virus related, maybe not, but the computer has locked up many times, and on two occasions, the screen has simply gone black.",screen,negative
"Well I spilled something on it and they replaced it with this model, which gets hot and the battery doesn't make it through 1 DVD.",battery,negative
Also kinda loud when the fan was running.,fan,negative
Battery life could be better but overall for the price and Toshiba's reputation for laptops it's great!,price,positive
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,phone assistance,positive
Sells for the same as a netbook without sacrificing size.,size,positive
"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.",programs,neutral
The AMD Turin processor seems to always perform so much better than Intel.,AMD Turin processor,positive
  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,board,negative
"It is fast booting up , shutting down, and connection with the internet.",shutting down,positive
"THEN, one month after the warranty expired, the replacement charger went.",warranty,neutral
The touch pad is among the best.,touch pad,positive
But if you're willing to pay another 200 dollar for a windows disc.,windows disc,neutral
