text,aspect,label
"Polévka hříbková, moc dobrá, škvarková pomazánka jako od mojí babičky, nezapomenutelná, burgery každý jiný druh, bez chyby, krásné voňavé hovězí.",škvarková pomazánka,positive
"Prostředí- ubrusy špinavé, to samé sklenice, WC vzor 1980's s ulomenou klikou, takže bacha na žloutenku",Prostředí,negative
"Vývar s domácími nudlemi, byla voda s inst. nudlemi, děs.",voda s inst. nudlemi,negative
"Jídlo normálka, ale ceny horší než u Pohlreicha v Imperialu.",Jídlo,neutral
"Co se týče couvertu, úplně s ním také nesouhlasím, párkrát se stalo, že nás u stolu sedí 5 a dostaneme košík se 4 odřezky veky, tak nevím, za co platí couvert ten pátý člověk, když už se ani nezeptají zaplatit musíte ať chcete nebo ne.",stolu,neutral
"Byly jsme s přítelem na Valnovce na večeři ochotná obsluha a výborné jídlo a bezva porce,co se týče ubytování nebyl problém s rezervací naší svatby a paní majitelka vstřícná a ochotná nám ve všem vyhovět vřele doporučuji",majitelka,positive
"zdravim, moc si nelibuju v pomlouvani jidel v hospodach a za tu cenu snad ani nemuzem cekat zazraky",jidel,negative
"Proto nechápu negativní ohlasy, buď měli autoři vysloveně smůlu na nepovedenou porci, nebo jim nechutnalo s ohledem na vysoké ceny, či se jedná o příspěvky konkurence",porci,negative
Rump steak nas nezasytil dame si jatrovou pastiku s rozpecenym chlebem.,Rump steak,negative
vdavala jsem se pote i ja a to uz jsme mely na zamecku v ostrave a opavdu to stalo zato jidlo super personal dobry opravdu vsichni jsme byly spokojeni,personal,positive
"Porce maličké, kvalita strašná, vůbec to neodpovídalo ceně ani s použitím voucheru",ceně,negative
Navštívili jsme restauraci s voucherem na řízečky,restauraci,neutral
Jídlo famózní obsluha příjemná tataráček byl jemný jak pohlazení a steaky ještě teď se mi zbíhají sliny ale pak při další návštěvě?Hrůza.,steaky,positive
"Byli jsme čtyři, číšník donesl 2 jídelní lístky se slovy ''to musí stačit'' a vyjmenoval asi 5 jídel z celého menu (bez burgeru na který jsme jeli), které nám byl ochoten nechat udělat a zdůraznil že do pul desáté musíme být pryč, už tam ve mě začínal vřít krev, objednali jsme si pití, než pití donesl, tak jsem konstatoval že tady jíst prostě nechci",pití,neutral
"Zajímavé je, přesto že jsme jeli do tak vyhlášeného podniku, nikde žádná reklama na podnik.",podniku,neutral
"Jen co ale zjistila, že jsme tam na voucher, tak nás vyhodila, že prý tyhle stoly jsou pro hosty bez voucherů, jinými slovy, ty nám tady nenecháš tržbu, tak tu nezacláněj...",voucher,neutral
"Vidim jak všichni chválí ja také chválim ,je tam výborna obsluha a velmi mi chutnalo jídlo,je toho hodně a není šizené jak jinde a ve LAFUTURU jsem byl a nebylo to k jidlu vubec mi nechutnalo ,předražené a personál neochotny nikoho si nevšímal",obsluha,positive
"navic co se tyka okradani, chodime sem tri roky a nikdy jsme okradeny nebyly, to je ale zahada hlavolamu vy chytráci, jídlo - kuchař Míša sice neumí bruslit ale jídlo děla nejlepší navíc v rekordnim čase a kuchyní udržuje ve vetší čistitě než je ta vaše, záchody - smrad jsme nikdy necítili navíc je tam ted jeden vyměněn, pivo- chutná skvěle a nedočkáte se podmíráku",kuchyní,positive
"Maso (vepřové, hovězí a kuřecí) dobře okořeněné i upečené",kuřecí,positive
"Super jídlo, super cena, není co dodat... Moc jsem si pochutnala.",cena,positive
"Byli jsme tam s kamarády ze školy na pivo, poprvé a také naposled.",pivo,negative
"Staršná obsluha, arogantní chování, neznalost (nejdříve jsme dostali polévku pak teprve předkrm....zamoměli na něj),čas. rozestup mezi polévkou, předkrmem, hl.jídlem byl 30minut, kvalita jhídla děsná, tvrdé pečivo a nakonec nás pořádně okradli.ROZHODNĚ NEDOPORUČUJI!!!",pečivo,negative
Navštívili jsme tuto restauraci po delší době na oběd a byli jsme mile překvapeni.,oběd,positive
Obdrželi jsme voucher do této restaurace darem,restaurace,neutral
"Ten byl sice výborný, ale rozesmálo nás, když nám číšník přinesl malou kostičku na obrovském talíři (a cena byla také super 55kč za kostičku)",kostičku,negative
Zakoupila jsem 3 vouchery asi před 3 měsíci a pak jsme se chtěli objednat a rezervovat místa v této rezervaci,vouchery,neutral
"Hospůdku jsme si prošli,je to velké,nikde žádná špína,holky si zahrály fotbálek,jsou tam i šipky,fajn obsluha,záchody taky v pořádku",Hospůdku,positive
"Měli jsme rezervaci, když jsme dorazili do restaurace, nikde ani jeden host, ale ani žádný personál, takže jsme tam zoufale bloudili po třech patrech, až nám kuchař poradil, že 1. patro je pro nekuřáky",personál,negative
"Nemůžu ale potvrdit že by si nás obsluha nevšímala a už vůbec ne, že důvodem by měl být voucher",voucher,neutral
"Posezení velmi příjemné, i když je tedy fakt, že ve třetím patře je jídlo hodně cítit",jídlo,neutral
Sprostý neochotný personál.,personál,negative
"na oběd nebo lepší večeři ideální podnik, nicméně kvůli dražším nápojům nedoporučuji pro posezené s kamarády u piva",podnik,positive
"Prostředí krásné prosklená terasa s venkovním posezením, jen vnitřní prostory jsou velice tmavé, málo osvětlené což na nás působilo vcelku depresivně",Prostředí,positive
"Chodím do Smaragdové zahrady pokaždé, když jsem v Praze, a je to nejlepší varianta levného a chutného jídla v příjemném prostředí.",prostředí,positive
"Jídlo je možná malinko dražší, ale s tím se snad v restauraci toho druhu dá počítat",Jídlo,neutral
"Nikde se nám nestalo, tak jako v této hospodě, že nám číšník zakázal vstup",hospodě,negative
byla jsem v restauraci na polední menu dala jsem si kuřecí steak a byl super šťavnatý a skvěle ochucen,restauraci,neutral
Velmi dobré jídlo i saké.,jídlo,positive
"Šli jsme s kamarádem s kupónem na dva hamburgery a přiznávám, že toto byly nejhorší hamburgery, které jsem kdy jedl",hamburgery,negative
"Dobrý den, s rezervací problém nebyl, obsluha příjemná, pivo dobré",obsluha,positive
"Restaurace byla nedávno otevřena, specializuje se na Italskou kuchyni.",Italskou kuchyni,neutral
A kuchař by si měl zjistit jak se která část jmenuje,kuchař,negative
Málokde? já na ní narazím docela často :) ale když řeknu točenou kofolu tak chci točenou kofolu a ne kofeinu :) aspoň na to upozornit že to není kofola...,kofeinu,negative
"Nový majitel se snaží, chutné jídlo denně vaří,Doporučujeme, posuďte to sami",majitel,positive
"Navštívil jsem tuto restauraci na doporučení kamarádky a nezdála se mi tak hrozná jak se píše v předešlích recenzích, provozní sice lítal po restauraci jako blázen, ale lepší než sedět nad prázdnym stolem a čekat na to než někdo ráčí přijít.",provozní,neutral
"Samozřejmě jsme si to nenechaly líbit a jídlo vrátily, kuchař nám poslal na omlouvu každé dva kopečky zmrzliny, prý špatný kus masa! NESKUTEČNÉ, kuchař moc dobře věděl co nám posílá na stůl ale ""ZKUSIL TO",kopečky zmrzliny,neutral
"JÍDLO MIZERNÉ, Z VÝČEPU JE VIDĚT DO KUCHYNĚ A TAM JE BORDEL ASI JAKO NĚKDE VE SKLEPĚ FUJ, PIVO TEPLÉ A OBSLUHA OPILÁ A SPÍNA ZA NEHTY TO JE OPRAVDU ÚROVEŇ, OMLOUVÁM SE ZA TOTO SLOVO ALE BLIL BYCH.",JÍDLO,negative
"Chutově dobré, jídlo je podáváno na velkých talířích , ale porce je velmi malá cena odpovídá tak Alcronu",cena,negative
"Samozřejmě jsme si to nenechaly líbit a jídlo vrátily, kuchař nám poslal na omlouvu každé dva kopečky zmrzliny, prý špatný kus masa! NESKUTEČNÉ, kuchař moc dobře věděl co nám posílá na stůl ale ""ZKUSIL TO",kus masa,negative
Pěkně zařízená nová restaurace s příjemnou obsluhou.,restaurace,positive
"Velmi zajímavá kombinace mrkve, červené cibulky, papriky, okurky a čerstvého koriandru. 300,-/osoba.",okurky,neutral
protože se zkrátka jedná o prijemnou hospudku s tema nejuzasnejsima blondakama za barem.,hospudku,positive
Tatarák vynikající,Tatarák,positive
"Drzost majitele,pingla i uklízeče v jedné osobě nezná mezí-do telefonu mi tvrdil,že na mě nemá čas,protože má plný lokál",majitele,negative
"Výborné jídlo..nudle dobře ochucené, nepřesolené..porce tak akorát..děkuji",jídlo,positive
"Obsluha velmi milá, pozorná a rychlá",Obsluha,positive
"Pizza je dobrá, ale rukola je zcela bez chuti - chtělo by to lepšího dodavatele zeleniny.",Pizza,positive
Mají tam špinavé a zapáchající toalety i hospoda je špinavá.,toalety,negative
"K jídlu: místo bagetky dostanete opečený chleba se směsí a sýrem, jako ve 4. cenové, steak chutnal dobře, ale nevchápu proč nám ho dával do mikrovlnky, příloha katastrofa, hlavně bramborové lupínky s rozmarýnem (to opravdu nemohli myslet váženě)",bramborové lupínky s rozmarýnem,negative
"Velice dobré jídlo, příjemná obsluha. Každému doporučuji :-)",jídlo,positive
Chodime radi vzdy pri navsteve Prahy.Vyber jidel veliky a velice chutne.Vsem opravdu doporucuji,jidel,positive
"S jídlem, servisem a rychlostí přípravy jídla jsme byly velice spokojené DOPORUČUJEME TUTO RESTAURACI !",jídlem,positive
"Obsluha uplne v pohode.Francouzska cibulačka velmi dobra.Teleci licka vynikajici a k tomu zelenina a bramborova kase taky skvela chut.Bratr mel kukuricne kure a rikal ze dobre a k tomu hranolky,ktere byli opravdu jak mají byt,pekne bramborova chut.Jinak Plzen a Espresso co jsem mel tak dobre.Bylo plno,ale prostreli nam v kavarne a vůbec to nevadilo.Prostredi je velice prijemne.",Teleci licka,positive
"po čtení pochvalných recenzí jsme po delší době vyrazili zjistit na vlastní kůži... a skutečne... veliká změna k lepšímu... personál moc milý a rychlý,(ze starého jsme tam nezahlédli nikoho) nový jídelní lístek, jídlo moc dobré.... jen tak dál, snad jim to vydrží :-)",personál,positive
Vína byla skvěle vybraná a moc jsem si to užila,Vína,positive
"A vrchol všeho...místo platýze za 209kč dostávám pangase, v kvalitě průměrné hospody s přílohou v kvalitě podprůměrné hospody",pangase,negative
"Děkujeme za sobotni naši vydařenou akci,dobré jidla a fajn domáci personal stím jsem se ještě nesetkal,aby byli tak příjemní.",jidla,positive
Jídlo výborné a po jídle mi ještě přinesli sladké překvapení:).,jídle,neutral
"Objednávám pizzu s mořskými plody, ale protože se mi k ní nehodí mozzarela, chci bez ní a raději trochu více mořských plodů. To prý nejde, musel bych si připlatit.",pizzu s mořskými plody,neutral
"Ale byli jsme velmi mile překvapeni - prostředí je sice trošku horší, ale jídlo bylo vynikající, opravdu jsme si skvěle pochutnali (steak se švestkovou omáčkou, kuřecí křidýlka, kuřecí roláda, řízečky a opékané brambory), jídla hromada a vše výborné",jídlo,positive
"Obsluha katastrofální, sotva pozdraví, k pití Vám nabízejí místo obyč matonky, kterou také mají nějakou speciální 0,75l vody za 95 Kč, s kuchařem se tam hádají na place (mají ""otevřenou kuchyň"") výrazy nelze ani publikovat a smrdíte jako hranolka, protože tam asi není vůbec odtah",kuchařem,neutral
Přílohu na talíři téměř nenajdete a velikost masa rozhodně neodpovídala deklarovanému množství v jídelníčku.,masa,negative
"Výborné rýžové nudle a milá obsluha!! Připomínka: nelíbí se nám platba předem, ale už jsme si zvykli...:).",obsluha,positive
"Náladu mi trochu spravilo až jídlo, které bylo celkem dobré (i když jsem tedy drahnou chvíli přemýšlel nad tím, proč tu platím za 100g přílohy z lidlu 55,-, páč za tu cenu se dá koupit cca 750g FarmFrites).",jídlo,positive
Pouze telefonická komunikace s cisnikem odradila. Zvyšoval hlas a bavil se se mnou jako s podrizenou :-) Chování burana a spinavce.,cisnikem,negative
"Minule jsem dlouho čekal,než jsem jídlo dostal",jídlo,neutral
"obsluha sice milá, ale o profesionální obsluze nemají děvčata ani páru, navíc nevědí, co vlastně nosí - například na dotaz, jaké dělají risotto, jsem dostal odpověď, že ""český, takový to mazlavý"".",risotto,neutral
"Možná zkusím ještě jednou a bude-li zatím vždy vlídný pan majitel přítomen, rád s ním promluvím",majitel,positive
"Zkusil jsem all you can eat, jídlo smrdělo na sto honů, raději ryč, prostředí katastrofa, záchody špína.",all you can eat,negative
"pred davnou dobou jsem tam pracoval a mohu potvrdit ze opravdu , jidlo , pivo stoji za velke hovno vim o cem mluvim .vim jak se varilo , vim com se delallo na recepci atak opravdu take nedoporucuji je hodne restauraci kde je to o mnohem lepsi .NEDOPORUCUJI",jidlo,negative
"tlačenka a pivo vyborné,super jidla,vše výborné",pivo,positive
"Dnes je tato hospůdka někde jinde,kromě pár burgerů za 200,- nebo steaků od 335,- si nemáte téměř co objednat",hospůdka,negative
"A před koncem platnosti poukazu bývá hodně plno, takže je potřeba fakt rezervovat dost předem",poukazu,neutral
"Velmi příjemná obsluha, výborně propečený steak a výtečná hovězí polévka! S vyšší cenou zde člověk musí počítat. Jen jsem byl překvapený papírovým prostíráním na stole. Jinak mohu doporučit! Pavel z http://1-pneumatiky.com/",cenou,negative
Jídlo a servis výborný,servis,positive
"Servírka přišla a sdělila nám, že došlo jídlo a že máme přijít jindy",jídlo,neutral
"Takovou pizzu dostanu v každé druhé pizzerii, steak místo krvavej přistál na stole sotva medium ( spíš propečenej ), víno teplý ao pivu se nemá cenu ani bavit",pizzu,negative
Při odchodu jsem nechal pro majitele kontakt na sebe a dodnes se mi neozval,majitele,negative
"Co je tam novy person,jidlo super na urovni,pivicko jako kren,obsluha perfekto a o cistote ani nemluvim,toalety vonave a cistounke,davam same plusiky a uz se tesim,az tam vemu manzelku.",person,positive
Výborná kvalita za dobrou cenu,kvalita,positive
"Nevím, jestli to lze, ale zde bych doporučil maximálně jídlo zabalit a posoudit doma.",jídlo,neutral
"Je fakt, že dávat 230kč za hamburgera (i když obrovského) mi přijde hodně, ale z meny se dá vybrat i za přijatelnější cenu",hamburgera,neutral
"Brambora nebyla pečená, ale vařená ve slupce (podle vzhledu a chuti asi předešlý den) a nebyla přelitá zakysanou smetanou, ale nějakým komerčním dresinkem",dresinkem,negative
"Neochotný personál, jídlo v kategorii bývale třetí cenové skupiny s cenami první!!!! Děkujeme a již nikdy.",personál,negative
"Restauraci jsme navštívyli včera a prostředí se nám velice líbilo,obsluha byla příjemná jídlo bylo v pořádku můžem jen doporučit a určitě tuto restaraci navštívíme znovu",Restauraci,positive
S čajem to nemá co dělat!!,čajem,negative
"Obsluha je příjemná, ale každopádně nejlepší je na tom cena a prostředí.",cena,positive
"Priznavam nechodime sem na stejky (nikdy jsem stejk zde nezkousela a uprimne by me tp ani nenapadlo - na stejk jdu neakm kde se na nej specializuji, napr stejkarna nebo el bario), chodime sem na opravdu vyborne pivo a veci typu kolena zebirka kridylka - vzdy mega porce dobreho jidla",kolena,positive
"Opakovaně jsem zde byl s obsluhou nespokojen, dnes jsem opět po roce vyzkoušel a opět se nic nezměnilo.",obsluhou,negative
"Jídlo bylo výborné, cena je super, donáška byla velmi rychlá, jídlo chutné a moooooooooc milá obsluha :-))))",jídlo,positive
Byl jsem hned po vstupu do restaurace mile uvítán příjemnou servírkou která nás usadila ke stolu.,restaurace,positive
"včera jsem tam byl na zabijačkovych hodech bylo všechno vynikajici mňam ,doporučuji pivo je dobře chlazené a číšnice šikovná a přívětivá,doporučuji všem a je tam všude čisto",číšnice,positive
"Raději si vybírám jídla, která přímo připraví kuchař i když jídla z bufetového stolu jsou dobra.",kuchař,neutral
"Restaurace čistá, obsluha příjemná, kýta sice trochu vysušená, ale jinak absolutně v pořádku, možná jsme měli štěstí, každopádně já doporučuji",kýta,positive
"uplna katastrofa personal uplne nezajem kuchar u recepce chlastal pivo , a na kuchyn vubec nehledel servirky mely ocividne uplne neco jineho na praci nez se venovat hostum pomala obsluha plne popelniky jidlo stalo take za prd",kuchar,negative
"5.10.12 jsme si dávaly toto meníčko a můžu říct strašnééé kuřecí roladá stará okoralá,švestková omáčka byla v podání toho že tam byli povydla hnusnýý to se nedalo nevím co tam dělal ten kuchař ale čekat 55 minut na toto jídlo které bylo studené a není nic horšího jak studené jídlo blééé takže restaurace na scestí už nikdy!!!!",kuchař,negative
"V neděli 29.7. jsem navštívil s rodinou restauraci Na Scestí s dvěma vouchery na ""masovou baštu",masovou baštu,neutral
Ale někdy k nim zajdu na vegetariánské dobroty,vegetariánské dobroty,positive
"Hledal jsem o této rest.neco nového,protože se tam chci stavit a vidím sama negativa.",rest.,negative
"Nevím co se tam stalo, ale neochota podnapilé servírky byla tou poslední kapkou.",servírky,negative
Je to moje oblíbené jídlo a hodně mi záleží na chuti.,jídlo,positive
byla jsem v restauraci na polední menu dala jsem si kuřecí steak a byl super šťavnatý a skvěle ochucen,polední menu,positive
"Jidla byli dobre. To neni slane, je to normalni. a proto casto jime jidlo v restauraci.",jidlo,neutral
Tuto restaurace vřele doporučuji,restaurace,positive
"5) Na nás sice pán nebyl protivný, jak píšou ostatní, ale ta jeho ""rychlost",pán,negative
Jídlo nám moc chutnalo a tuto restauraci doporučuji,Jídlo,positive
"Před pár dny jsem se zde stavovala na jídlo. Mile mě překvapila velká změna. Nová milá obsluha, čistota, chutné jídlo. Vše tu prošlo změnou. Sklípek začnu navštěvovat častěji. Všem doporučuji!",čistota,positive
"Je znát, že se zde přesně projevuje to co p.Polreich říká všem v restauracích, raději míň jídel, ale supr kvalita! To zde platí, na 100%.",restauracích,neutral
"Boli sme maximalne spokojny steak, lička na vine boli nebičko v papulke, personal velmi ochotný",steak,positive
"jeden veliký podvod,ohřívané jídlo, špinavé a otlučené talíře,čekáme na střevní potíže",jídlo,negative
"Hrozne W.C.,nechutne jidlo,neochotna obsluha a hlavne si neztezovat arogantni, vulgarni majitelce.",W.C.,negative
Chutnalo mi.,Chutnalo,positive
A PROSIMVAS NEDELEJTE STECH UBOHYCH LIDI SASKY JSTE TRAPNI VZDYT VY MOC DOBRE VITE JAK TO VE VASI RESTAURACI CHODI ZE VAS TO JESTE BAVI .....................,RESTAURACI,neutral
"Zvěřinu moc nejím, ale toto mě velice nadchlo",Zvěřinu,positive
"A to , že jsme jako žebra dostali maso bez kosti plné blan ( pupek ) ani nezmiňuji.",maso,negative
"Měli jsme vochery na steak,fazolky se slaninou a pečený brambor,Bylo to skvělé :) Určitě se vrátíme",vochery,positive
"Špinavé toalety, smrad.",toalety,negative
"Pro představu - měl jsem paštiku (cena 95,- Kč za malou májku s dvěma krajíčky chleba) a kližku se zauzenou kaší (cena 195,-Kč za kousek masa a rozmazanou kaší, aby zaplnila talíř) => nejsem extra jedlík, ale že bych byl nasycen, to se říct nedá - v jiných restauracích si dám předkrm a hlavní jídlo, a bohužel většinou nesním všechno",hlavní jídlo,neutral
Stejně jako višňový dort a káva nakonec.,káva,neutral
"Zakoupený voucher na Mix grill jsem vyhodil do popelnice,neboť týden dopředu se nedala udělat rezervace stolu-prý moc dlouhá doba,naopak dva dny předem zase byla krátká",voucher,negative
"Opět, při ceně 165 Kč bych ocenil pečlivější výběr surovin, všechny 3 typy uzenin byly bez chuti, olivy detto a feferonky byly jako ze sklenice za 9,90 Kč z regálu v Penny Marketu.",uzenin,negative
"obsluha vlažná, z jídla si odháníte mouchy, dezert hrůza",dezert,negative
"Dnes jsme se tam snažili dostat na oběd - narváno, museli jsme počkat do večera, hospoda obsazená z 80%, pár jídel chybělo - je vidět, že chutnalo.",jídel,positive
nabyval jsem pomalu dojmu ze pan sefkuchar hudecek ma zrejme dovolenou a v kuchyni bude uradovat někdo jiny,sefkuchar,negative
Měl jsem Eidam z voucheru,voucheru,neutral
"Souhlasím,i já jsem koupil několik poukázek a jednu si nechal pro sebe,rezervační systém vymýšlel zřejmě nějaký inteligent,protože absolutně selhává",poukázek,negative
NEJHORŠÍ PIZZA SPÍŠ CHIPSI A OBSLUHA DRZÁ NEJSEM ŽÁDNÁ SOCKA A CHOVAJÍ SE HUSTĚ I KDYZ SEM UTRATIL POMĚRNĚ DOST TAK ANI NASCHLE NIKDO NEŘEKNE SLUŠNÉ CHOVÁNÍ ŽADNÉ UŽ TAM NIKDY NIKDO RADŠI NECHODTE,OBSLUHA,negative
Jídlo bylo dobré a né moc drahé,Jídlo,positive
"V restauraci Kulaták jsem byl s kolegy několikrát, to že je pivo vždy pod míru jsme si zvykli ( ostaní restaurace v okolí mají s mírou piva také problémy ), ale při poslední návštěvě nám bylo účtováno výrazně více piv než jsme vypili.",restauraci,neutral
skvele jidlo sikovna obsluha a mile utulne prostredi... navsteva po delsi dobe. fakt super.,prostredi,positive
"Nikdo si nás nevšímal - upozorňuji že restaurace nebyla plná ani z třetiny! Všimli jsme si také, že číšníci se neustále vraceli s jídlem na reklamaci - jednalo se vždy o burgery.",burgery,negative
"Jako předkrm jsem zvolil tatarský biftek s topinkami, byl jsem okouzlen výtečnou chutí a ochucení masa, topinky na můj vkus příliš nasáklé olejem, ale tak to je asi v pořádku.",předkrm,positive
Prostředí je pěkné a půjdeme opět,Prostředí,positive
"Steak byl výborný, stejně tak brambora s česnekovou zálivkou",Steak,positive
Jídlo celkem v pohodě akorát dlouhá čekačka.,Jídlo,positive
"Chodím do této restaurace asi půl roku, docela často a musím říct, že jsem nikdy nebyl zklamán, co se týče jídla, vždy, když jsem chtěl poradit, doporučit, servírky byly vždy příjemné, ochotné, usměvavé a vždy jsem si pochutnal!",servírky,positive
"Nová provozovatelka, paní Paulíková, tam nebyla, slečna z obsluhy nic nevěděla, jelikož, jak sama tvrdila, tam je teprve od pátku, a pán, který asistoval u vystavení účtenky s razítkem, jenom tvrdil, že by cesta k provozovatelce a zpět, trvala minimálně hodinu",pán,neutral
A najednou u Alberta slyším halekání - pan vedoucí za mnou běžel s mou peněženkou kde jsem měla celou výplatu a všechny doklady !!! To se hned tak nevidí. Děkuji !,vedoucí,positive
"A k čemu se musím vyjádřit, byly quesadilly - rádoby mexické - ovšem suché placce s rozmraženými lusky, sterilovanou kukuřicí a rádoby čedarem uvnitř - naprosto nepoživatelná katastrofa",quesadilly,negative
"Pokud jsem měla mít na talíři dušené hovězí se švestkami a těstovinami, zřejmě si obsluha spletla náš stůl s kýblem na zbytky",dušené hovězí se švestkami a těstovinami,negative
"Jídlo bylo velice chutné,teplé,na talíři upravené.Víno doporučené obsluhou lahodilo s chutí zvěřiny.Oceňujeme ochotu obsluhy,čistotu a příjemné prostředí.Pro nás to byl gastronomický zážitek,doporučujeme .",Víno,positive
Nemůžu si stěžovat jídlo mělo stejné parametry na jaké jsme v tomto podniku zvyklí tedy výborné a mladý číšník velmi ochotný s příjemným vystupováním příjemné posezení na jaké jsme zvyklí naprostá spokojenost,jídlo,positive
"Tak to jsme jeste nejak spolkli, treba ma jen zvlastni smysl pro humor? Ale kdyz 3 znas si objednalo jidlo a piti a ja ""jenom"" piti tak cisnik rekl ""pan by mel jit nekam jinam kdyz si nic neda, nebude tady sedet zadarmo"".... A to uz bylo opravdu moc.",piti,neutral
Nevím jestli mají být normálně ve steaku flaxy atd,steaku,negative
"ALE nejde mi na rozum, proč tato úžasná restaurace má furt toho otřesného, tlustého, špinavého, nechutného číšníka?!",restaurace,positive
"skvele jidlo, dobre piti, obsluha nic moc - holky by mohly byt ochotnejsi a milejsi, prostredi uchazejici - stoly na muj vkus moc blizko u sebe a drevene zidle ....na obed vyhovujici",piti,positive
Minulý týden jsem měl zdejší nakládaný hermelín a děcka pizzu - to nemá chybu.,nakládaný hermelín,neutral
Měli jsme tam menší rodinnou večeři a určitě tam ještě zavítáme.,večeři,positive
"Radši obecní hospůdka s milou obsluhou a dobrými porcemi , než se trmácet až do této díry a ještě čekat venku jak žebrák , když přijedete dřive!",porcemi,neutral
"Předražená restaurace, která by bez voucherů dávno nebyla",voucherů,positive
Nekuřácká část je spíše jakýsi malý neútulný sklep,Nekuřácká část,negative
"Nedávno jsem navštívil Dynamo poprvé, a byl jsem nadšen, i já který jsem velký jedlík, jsem se zde přejedl, z polednímu menu jsem si vybral kuře, a na talíř jsem dostal, pulku kuřete, opravdu doporučuji !!!!!",kuře,positive
"jedná se o zteplalou vodu (nejspíše z kohoutku) ve které se louhuje kolečko pomeranče, limetky a pár lístků máty",limetky,neutral
Kam zmizel rumsteak jehneci nebo pstruh ?,jehneci,neutral
"super obsluha,ještě lepší jídlo levné ceny jen doporučuji nic lepšího v dalekém okolí není a ani asi v centru skuste to.",jídlo,positive
"Pro mě prostě vynikající steaky v příjemném prostředí, příště kupuji zase a moc se těším!",prostředí,positive
Jídlo celkem šlo,Jídlo,positive
prostredi jak s 80 let a co se tyce obsluhy tak nemaji vubec poneti o praci asi alkohol jim chutna vice nez obsluhovat NE TAHLE RASTAURACE UZ NIKDY,prostredi,negative
"Tak přátelé,co to jako je za podnik? Obsluha tragická, vedoucí arogantní a sprostý, jídlo- nejídlo,prostředí….. , :-) to mě fakt rozesmálo, takže všem doporučuji vyhnout se této restauraci vééélkým obloukem, to je hnus velebnosti !!!!",prostředí,negative
"Restaurace mě velmi oslovila interiérem, nyní otevřenou zahrádkou, ale hlavně velmi kvalitní kuchyní!!!",interiérem,positive
"Nakonec ovšem vše dopadlo dobře - místo lasagní nám byly nabídnuty tři steaky, což jsme přijaly",steaky,neutral
"Restauraci jsme navštívyli včera a prostředí se nám velice líbilo,obsluha byla příjemná jídlo bylo v pořádku můžem jen doporučit a určitě tuto restaraci navštívíme znovu",prostředí,positive
"K jídlu: místo bagetky dostanete opečený chleba se směsí a sýrem, jako ve 4. cenové, steak chutnal dobře, ale nevchápu proč nám ho dával do mikrovlnky, příloha katastrofa, hlavně bramborové lupínky s rozmarýnem (to opravdu nemohli myslet váženě)",steak,positive
"Ceny jako v grand hotelu praha,porce jídla menší než v mateřské školce,chuť jídla tak průměrná čtvrtá cenová skupina",Ceny,negative
"Hruza, des, nikdy vice! Meli jsme s pritelem voucher na pikantni toast, rumpsteak a lahev vina",rumpsteak,negative
Ja byl v této restauraci včera a tak zklamaný z jídla jsem teda ještě nikdy nebyl,jídla,negative
Zarazilo nas spatne znaceni hospudky nikde zadna reklama.,hospudky,neutral
"Nedoporucuji, nuti Vas objednat neco, co vubec nechcete .......ke kazdemu jidlo je povinne couvert coz je pry nezbytna soucasti jidla, ktera stoji dalsich CZK 30.",jidlo,neutral
Dnes jsme byli na večeři - slevový voucher steyky + tatarák,voucher,neutral
"Pecka,Jen doporučuji,Po kompletní výměně personálu a jídelního lístku jsem opravdu nadšen!",personálu,positive
Jídlo moc super,Jídlo,positive
"Staršná obsluha, arogantní chování, neznalost (nejdříve jsme dostali polévku pak teprve předkrm....zamoměli na něj),čas. rozestup mezi polévkou, předkrmem, hl.jídlem byl 30minut, kvalita jhídla děsná, tvrdé pečivo a nakonec nás pořádně okradli.ROZHODNĚ NEDOPORUČUJI!!!",polévku,negative
"Nebudu popisovat detaily, nevkusné vyzdobéné okolí i interiér, přístup profi personálu, který nedodá přípory a po dopití sklenky se po 10 min musíte dožadovat se zvýšeným hlasem pozornosti číštíka, aby bylo možné objednat další nápoj - na dokreslení stačí asi toto: vývar studený, opravdu studený - s bohatou hrstí křupavé = nedovařené mrkve , a navíc jsem čekala domácí nudle - za 55Kč, o dalším už raději ne, mimo servis tohoto zařízení jsem jinak měla moc hezký den.",přípory,neutral
Koupila jsem 3 vouchery na pizzu.,vouchery,neutral
Místo aby jste tu házeli špínu a vymyšleli si tu nějaké lživé informace tak máte tyto problémy řešit přímo na Restauraci,Restauraci,neutral
"Šli jsme s kamarádem s kupónem na dva hamburgery a přiznávám, že toto byly nejhorší hamburgery, které jsem kdy jedl",kupónem,neutral
"včera jsem tam byl na zabijačkovych hodech bylo všechno vynikajici mňam ,doporučuji pivo je dobře chlazené a číšnice šikovná a přívětivá,doporučuji všem a je tam všude čisto",zabijačkovych hodech,positive
"Aby se to dalo vůbec uříznout, doporučil bych lepší nože, ale co se mi doposud nikdy nestalo, že jsem musel ze steaku (ZADNÍ hovězí) odřezávat nepoživatelné kusy masa, protože se jej kuchaři nechtělo moc čistit, mě dostalo",masa,negative
"Šli jsme s kamarádem s kupónem na dva hamburgery a přiznávám, že toto byly nejhorší hamburgery, které jsem kdy jedl",hamburgery,negative
